year_week,year,week,skill,vacancy_count,avg_salary,unique_cities,unique_employers,has_salary_ratio,vacancy_score,salary_score,employer_score,geo_score,growth_score,competition_score,demand_index,demand_level,month,quarter,skill_encoded,vacancy_count_lag1,vacancy_count_lag2,vacancy_count_lag3,vacancy_count_lag4,vacancy_count_rolling_2,vacancy_count_rolling_4,vacancy_count_rolling_8,skill_avg_vacancies,skill_std_vacancies,skill_max_vacancies,skill_min_vacancies,skill_avg_salary,skill_avg_employers,vacancy_growth,is_growing
2026_W03,2026,3,angular,4,67500.0,3,4,0.25,0.06976744186046512,0.0749998333337037,0.4279054192619903,0.3333333333333333,0.8333333333333333,0.657142857142857,0.2862469561618164,0,1,1,0,2.0,2.0,2.0,3.0,3.0,2.5,2.5,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,1.0,1
2026_W05,2026,5,angular,3,0.0,2,3,0.0,0.046511627906976744,0.5,0.36857766629741234,0.2222222222222222,0.4,0.6785714285714286,0.32431950339606996,2,2,1,0,4.0,2.0,2.0,2.0,3.5,2.75,2.625,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,-0.25,0
2026_W06,2026,6,angular,5,283750.0,3,5,0.4,0.09302325581395349,0.3152770771620508,0.4763797229910634,0.3333333333333333,0.75,0.6428571428571428,0.3508022521024059,2,2,1,0,3.0,4.0,2.0,2.0,4.0,3.5,2.75,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,0.6666666666666667,1
2026_W07,2026,7,angular,5,308750.0,3,4,0.8,0.09302325581395349,0.3430547932115706,0.4279054192619903,0.3333333333333333,0.5,0.5714285714285714,0.31833267841256774,1,2,1,0,5.0,3.0,4.0,2.0,5.0,4.25,3.25,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,0.0,0
2026_W08,2026,8,angular,3,150000.0,2,2,0.3333333333333333,0.046511627906976744,0.16666629629711935,0.29209088984235726,0.2222222222222222,0.33333333333333337,0.5714285714285714,0.21213210862113915,0,3,1,0,5.0,5.0,3.0,4.0,4.0,4.0,3.25,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,-0.4,0
2026_W09,2026,9,angular,6,67500.0,2,5,0.16666666666666666,0.11627906976744186,0.0749998333337037,0.4763797229910634,0.2222222222222222,0.875,0.5714285714285714,0.29195571707739737,0,3,1,0,3.0,5.0,5.0,3.0,4.5,4.75,3.75,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,1.0,1
2026_W10,2026,10,angular,4,150000.0,2,4,0.25,0.06976744186046512,0.16666629629711935,0.4279054192619903,0.2222222222222222,0.35714285714285715,0.657142857142857,0.2504334131725116,0,3,1,0,6.0,3.0,5.0,5.0,5.0,4.5,4.0,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,-0.33333333333333337,0
2026_W11,2026,11,angular,3,0.0,2,3,0.0,0.046511627906976744,0.5,0.36857766629741234,0.2222222222222222,0.4,0.6785714285714286,0.32431950339606996,2,3,1,0,4.0,6.0,3.0,5.0,3.5,4.0,4.125,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,-0.25,0
2026_W12,2026,12,angular,2,0.0,1,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.1111111111111111,0.375,0.7142857142857142,0.29583006020208263,1,4,1,0,3.0,4.0,6.0,3.0,2.5,3.75,3.875,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,-0.33333333333333337,0
2026_W13,2026,13,angular,4,250000.0,2,4,0.5,0.06976744186046512,0.2777771604951989,0.4279054192619903,0.2222222222222222,0.8333333333333333,0.657142857142857,0.3258301768410791,2,4,2,0,2.0,3.0,4.0,6.0,3.0,3.25,4.0,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,1.0,1
2026_W14,2026,14,angular,3,500000.0,2,3,0.3333333333333333,0.046511627906976744,0.5555543209903978,0.36857766629741234,0.2222222222222222,0.4,0.6785714285714286,0.3382080836436694,2,4,2,0,4.0,2.0,3.0,4.0,3.5,3.0,3.75,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,-0.25,0
2026_W15,2026,15,angular,3,0.0,2,3,0.0,0.046511627906976744,0.5,0.36857766629741234,0.2222222222222222,0.5,0.6785714285714286,0.33431950339607,2,4,2,0,3.0,4.0,2.0,3.0,3.0,3.0,3.5,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,0.0,0
2026_W16,2026,16,angular,2,450000.0,2,2,0.5,0.023255813953488372,0.499998888891358,0.29209088984235726,0.2222222222222222,0.375,0.7142857142857142,0.30694089353603327,1,5,2,0,3.0,3.0,4.0,2.0,2.5,3.0,3.375,3.130434782608696,1.217461883894185,6,1,304375.0,3.0,-0.33333333333333337,0
2025_W47,2025,47,aws,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,12,4,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2025_W48,2025,48,aws,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,13,4,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2025_W49,2025,49,aws,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,13,4,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2025_W52,2025,52,aws,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,14,5,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2026_W02,2026,2,aws,1,153000.0,1,1,1.0,0.0,0.16999962222306172,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.20982577021061105,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2026_W03,2026,3,aws,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2026_W04,2026,4,aws,2,0.0,2,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.2222222222222222,0.75,0.7142857142857142,0.34444117131319374,2,2,1,1,1.0,1.0,1.0,1.0,1.5,1.25,1.1428571428571428,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,1.0,1
2026_W05,2026,5,aws,2,100000.0,2,2,0.5,0.023255813953488372,0.11111086419807956,0.29209088984235726,0.2222222222222222,0.5,0.7142857142857142,0.22221888736271364,0,2,1,1,2.0,1.0,1.0,1.0,2.0,1.5,1.25,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2026_W06,2026,6,aws,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.33333333333333337,0.7857142857142857,0.27565919798817895,0,2,1,1,2.0,2.0,1.0,1.0,1.5,1.5,1.25,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,-0.5,0
2026_W07,2026,7,aws,2,350000.0,1,2,0.5,0.023255813953488372,0.38888802469327843,0.29209088984235726,0.1111111111111111,0.75,0.7142857142857142,0.3055520663754022,1,2,1,1,1.0,2.0,2.0,1.0,1.5,1.75,1.375,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,1.0,1
2026_W10,2026,10,aws,2,400000.0,2,2,0.5,0.023255813953488372,0.4444434567923182,0.29209088984235726,0.2222222222222222,0.5,0.7142857142857142,0.3055520355112733,1,3,1,1,2.0,1.0,2.0,2.0,2.0,1.75,1.5,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2026_W11,2026,11,aws,2,0.0,1,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.1111111111111111,0.5,0.7142857142857142,0.30833006020208265,1,3,1,1,2.0,2.0,1.0,2.0,2.0,1.75,1.625,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,0.0,0
2026_W12,2026,12,aws,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.33333333333333337,0.7857142857142857,0.27565919798817895,0,4,1,1,2.0,2.0,2.0,1.0,1.5,1.75,1.625,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,-0.5,0
2026_W13,2026,13,aws,3,0.0,2,3,0.0,0.046511627906976744,0.5,0.36857766629741234,0.2222222222222222,1.0,0.6785714285714286,0.38431950339607,3,4,2,1,1.0,2.0,2.0,2.0,2.0,2.0,1.875,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,2.0,1
2026_W14,2026,14,aws,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.25,0.7857142857142857,0.2673258646548456,0,4,2,1,3.0,1.0,2.0,2.0,2.0,1.75,1.75,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,-0.6666666666666667,0
2026_W15,2026,15,aws,4,162666.66666666666,3,4,0.75,0.06976744186046512,0.18074033909554274,0.4279054192619903,0.3333333333333333,1.0,0.657142857142857,0.32934874926894286,2,4,2,1,1.0,3.0,1.0,2.0,2.5,2.25,2.0,1.625,0.8850612031567836,4,1,233133.33333333334,1.625,3.0,1
2025_W47,2025,47,azure,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,12,4,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2025_W48,2025,48,azure,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,13,4,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2025_W52,2025,52,azure,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,14,5,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2026_W01,2026,1,azure,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,1,1,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2026_W04,2026,4,azure,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2026_W06,2026,6,azure,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2026_W07,2026,7,azure,1,350000.0,1,1,1.0,0.0,0.38888802469327843,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2645478708281652,0,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2026_W09,2026,9,azure,1,500000.0,1,1,1.0,0.0,0.5555543209903978,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.30621444490244504,1,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2026_W11,2026,11,azure,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,3,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2026_W14,2026,14,azure,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2026_W15,2026,15,azure,1,135000.0,1,1,1.0,0.0,0.1499996666674074,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.20482578132169746,0,4,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,328333.3333333333,1.0,0.0,0
2025_W50,2025,50,big data,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,13,4,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.375,0.7440238091428449,3,1,375000.0,1.125,0.0,0
2025_W52,2025,52,big data,1,500000.0,1,1,1.0,0.0,0.5555543209903978,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.30621444490244504,1,14,5,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.375,0.7440238091428449,3,1,375000.0,1.125,0.0,0
2026_W03,2026,3,big data,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,1,1,3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.375,0.7440238091428449,3,1,375000.0,1.125,0.0,0
2026_W06,2026,6,big data,3,250000.0,2,2,0.3333333333333333,0.046511627906976744,0.2777771604951989,0.29209088984235726,0.2222222222222222,1.0,0.5714285714285714,0.30657649133732573,1,2,1,3,1.0,1.0,1.0,0.0,2.0,1.5,1.5,1.375,0.7440238091428449,3,1,375000.0,1.125,2.0,1
2026_W07,2026,7,big data,2,0.0,1,1,0.0,0.023255813953488372,0.5,0.18428883314870617,0.1111111111111111,0.375,0.5714285714285714,0.2653740374123207,0,2,1,3,3.0,1.0,1.0,1.0,2.5,1.75,1.6,1.375,0.7440238091428449,3,1,375000.0,1.125,-0.33333333333333337,0
2026_W08,2026,8,big data,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.33333333333333337,0.7857142857142857,0.27565919798817895,0,3,1,3,2.0,3.0,1.0,1.0,1.5,1.75,1.5,1.375,0.7440238091428449,3,1,375000.0,1.125,-0.5,0
2026_W11,2026,11,big data,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,3,1,3,1.0,2.0,3.0,1.0,1.0,1.75,1.4285714285714286,1.375,0.7440238091428449,3,1,375000.0,1.125,0.0,0
2026_W16,2026,16,big data,1,0.0,1,1,0.0,0.0,0.5,0.18428883314870617,0.1111111111111111,0.5,0.7857142857142857,0.2923258646548456,0,5,2,3,1.0,1.0,2.0,3.0,1.0,1.25,1.375,1.375,0.7440238091428449,3,1,375000.0,1.125,0.0,0
2025_W01,2025,1,c#,6,650000.0,2,5,0.3333333333333333,0.11627906976744186,0.7222206172875172,0.4763797229910634,0.2222222222222222,0.5,0.5714285714285714,0.4162609130658507,3,1,1,4,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,0.0,0
2025_W46,2025,46,c#,3,300000.0,2,3,0.3333333333333333,0.046511627906976744,0.3333325925942387,0.36857766629741234,0.2222222222222222,0.2857142857142857,0.6785714285714286,0.27122408011605825,0,12,4,4,6.0,0.0,0.0,0.0,4.5,4.5,4.5,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.5,0
2025_W47,2025,47,c#,7,725000.0,2,6,0.5714285714285714,0.13953488372093023,0.8055537654360768,0.5173641628202729,0.2222222222222222,1.0,0.5714285714285714,0.5002186102634186,4,12,4,4,3.0,6.0,0.0,0.0,5.0,5.333333333333333,5.333333333333333,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,1.3333333333333335,1
2025_W48,2025,48,c#,5,500000.0,2,5,0.2,0.09302325581395349,0.5555543209903978,0.4763797229910634,0.2222222222222222,0.375,0.6428571428571428,0.3622604519483815,2,13,4,4,7.0,3.0,6.0,0.0,6.0,5.25,5.25,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.2857142857142857,0
2025_W49,2025,49,c#,5,165000.0,2,5,0.2,0.09302325581395349,0.18333292592683129,0.4763797229910634,0.2222222222222222,0.5,0.6428571428571428,0.28170510318248987,0,13,4,4,5.0,7.0,3.0,6.0,5.0,5.0,5.2,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,0.0,0
2025_W50,2025,50,c#,2,0.0,1,2,0.0,0.023255813953488372,0.5,0.29209088984235726,0.1111111111111111,0.25,0.7142857142857142,0.2833300602020826,0,13,4,4,5.0,5.0,7.0,3.0,3.5,4.75,4.666666666666667,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.6,0
2025_W51,2025,51,c#,10,408125.0,4,10,0.8,0.20930232558139536,0.4534712145084122,0.6375346163564075,0.4444444444444444,1.0,0.6103896103896104,0.47727209923838826,4,13,4,4,2.0,5.0,5.0,7.0,6.0,5.5,5.428571428571429,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,4.0,1
2025_W52,2025,52,c#,7,400000.0,3,6,0.14285714285714285,0.13953488372093023,0.4444434567923182,0.5173641628202729,0.3333333333333333,0.36363636363636365,0.5714285714285714,0.35741578057722645,2,14,5,4,10.0,2.0,5.0,5.0,8.5,6.0,5.625,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.30000000000000004,0
2026_W01,2026,1,c#,4,95000.0,3,4,0.25,0.06976744186046512,0.10555532098817558,0.4279054192619903,0.3333333333333333,0.3125,0.657142857142857,0.24180249474210103,0,1,1,4,7.0,10.0,2.0,5.0,5.5,5.75,5.375,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.4285714285714286,0
2026_W02,2026,2,c#,4,350000.0,2,4,0.25,0.06976744186046512,0.38888802469327843,0.4279054192619903,0.2222222222222222,0.5,0.657142857142857,0.32027455955726564,1,1,1,4,4.0,7.0,10.0,2.0,4.0,6.25,5.5,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,0.0,0
2026_W03,2026,3,c#,7,235000.0,4,7,0.2857142857142857,0.13953488372093023,0.26111053086548697,0.5528664994461185,0.4444444444444444,0.8,0.625,0.3770125171940131,2,1,1,4,4.0,4.0,7.0,10.0,5.5,5.5,5.5,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,0.75,1
2026_W04,2026,4,c#,7,509000.0,4,7,0.7142857142857143,0.13953488372093023,0.5655542987682249,0.5528664994461185,0.4444444444444444,0.5,0.625,0.4231234591696975,3,2,1,4,7.0,4.0,4.0,7.0,7.0,5.5,5.75,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,0.0,0
2026_W05,2026,5,c#,12,194000.0,3,9,0.4166666666666667,0.2558139534883721,0.21555507654427436,0.6121942524106966,0.3333333333333333,0.8125,0.48571428571428565,0.3856168549489466,3,2,1,4,7.0,7.0,4.0,4.0,9.5,7.5,6.625,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,0.7142857142857142,1
2026_W06,2026,6,c#,4,500000.0,2,4,0.25,0.06976744186046512,0.5555543209903978,0.4279054192619903,0.2222222222222222,0.1923076923076923,0.657142857142857,0.33117190286231474,2,2,1,4,12.0,7.0,7.0,4.0,8.0,7.5,6.875,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.6666666666666667,0
2026_W07,2026,7,c#,6,230000.0,4,5,0.5,0.11627906976744186,0.255554987655583,0.4763797229910634,0.4444444444444444,0.7,0.5714285714285714,0.34181672788008943,2,2,1,4,4.0,12.0,7.0,7.0,5.0,7.25,6.375,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,0.5,1
2026_W08,2026,8,c#,5,1200000.0,2,5,0.2,0.09302325581395349,1.0,0.4763797229910634,0.2222222222222222,0.4285714285714286,0.6428571428571428,0.47872901455792494,4,3,1,4,6.0,4.0,12.0,7.0,5.5,6.75,6.125,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.16666666666666663,0
2026_W09,2026,9,c#,4,290000.0,2,4,0.75,0.06976744186046512,0.32222150617443074,0.4279054192619903,0.2222222222222222,0.4166666666666667,0.657142857142857,0.2952745965942204,1,3,1,4,5.0,6.0,4.0,12.0,4.5,4.75,6.125,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.19999999999999996,0
2026_W10,2026,10,c#,8,247000.0,3,8,0.625,0.16279069767441862,0.27444383456925653,0.5841817796847145,0.3333333333333333,0.9,0.6190476190476191,0.3903135301354421,3,3,1,4,4.0,5.0,6.0,4.0,6.0,5.75,6.625,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,1.0,1
2026_W11,2026,11,c#,5,245000.0,4,5,0.6,0.09302325581395349,0.2722216172852949,0.4763797229910634,0.4444444444444444,0.33333333333333337,0.6428571428571428,0.3094828315776614,1,3,1,4,8.0,4.0,5.0,6.0,6.5,5.5,6.375,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.375,0
2026_W12,2026,12,c#,7,257000.0,2,6,0.7142857142857143,0.13953488372093023,0.2855549209890645,0.5173641628202729,0.2222222222222222,0.6666666666666666,0.5714285714285714,0.3368855658183322,2,4,1,4,5.0,8.0,4.0,5.0,6.0,6.0,6.375,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,0.3999999999999999,1
2026_W13,2026,13,c#,6,300000.0,4,5,0.16666666666666666,0.11627906976744186,0.3333325925942387,0.4763797229910634,0.4444444444444444,0.4375,0.5714285714285714,0.33501112911475334,2,4,2,4,7.0,5.0,8.0,4.0,6.5,6.5,5.625,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.1428571428571429,0
2026_W14,2026,14,c#,3,850000.0,2,3,0.6666666666666666,0.046511627906976744,0.9444423456836762,0.36857766629741234,0.2222222222222222,0.2857142857142857,0.6785714285714286,0.4240015183884176,3,4,2,4,6.0,7.0,5.0,8.0,4.5,5.25,5.5,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.5,0
2026_W15,2026,15,c#,12,256250.0,3,11,0.3333333333333333,0.2558139534883721,0.28472158950757886,0.6606685561397696,0.3333333333333333,1.0,0.5714285714285714,0.4375010573205623,3,4,2,4,3.0,6.0,7.0,5.0,7.5,7.0,6.25,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,3.0,1
2026_W16,2026,16,c#,1,350000.0,1,1,1.0,0.0,0.38888802469327843,0.18428883314870617,0.1111111111111111,0.07692307692307693,0.7857142857142857,0.2222401785204729,0,5,2,4,12.0,3.0,6.0,7.0,6.5,5.5,5.75,5.833333333333333,2.7610122067453995,12,1,402451.0869565217,5.416666666666667,-0.9166666666666666,0
2025_W47,2025,47,c++,2,300000.0,1,2,0.5,0.023255813953488372,0.3333325925942387,0.29209088984235726,0.1111111111111111,0.5,0.7142857142857142,0.2666632083506423,0,12,4,5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.3529411764705883,1.6934128435864448,8,1,311718.75,2.176470588235294,0.0,0
2025_W49,2025,49,c++,2,300000.0,1,2,0.5,0.023255813953488372,0.3333325925942387,0.29209088984235726,0.1111111111111111,0.5,0.7142857142857142,0.2666632083506423,0,13,4,5,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.3529411764705883,1.6934128435864448,8,1,311718.75,2.176470588235294,0.0,0
